accepted_name,family,broader,establishment_means,park_list,voucher_exists,iNat_RG_record_exists
Boechera divaricarpa,Brassicaceae,3.dicot,native,1,1,
Boechera howellii,Brassicaceae,3.dicot,native,1,1,
Boechera inyoensis,Brassicaceae,3.dicot,native,1,1,
Boechera lemmonii,Brassicaceae,3.dicot,native,1,1,
Boechera lyallii,Brassicaceae,3.dicot,native,1,1,
Boechera paupercula,Brassicaceae,3.dicot,native,1,1,
Boechera pendulocarpa,Brassicaceae,3.dicot,native,1,1,
Boechera perennans,Brassicaceae,3.dicot,native,,1,
Boechera pinetorum,Brassicaceae,3.dicot,native,1,1,
Boechera platysperma,Brassicaceae,3.dicot,native,1,1,1
Boechera pratincola,Brassicaceae,3.dicot,native,,1,
Boechera rectissima,Brassicaceae,3.dicot,native,1,1,
Boechera retrofracta,Brassicaceae,3.dicot,native,1,1,
Boechera sparsiflora,Brassicaceae,3.dicot,native,,1,1
Boechera stricta,Brassicaceae,3.dicot,native,1,1,
Boechera tularensis,Brassicaceae,3.dicot,native,,1,
Brassica nigra,Brassicaceae,3.dicot,introduced,1,1,
Brassica rapa,Brassicaceae,3.dicot,introduced,1,1,
Capsella bursa-pastoris,Brassicaceae,3.dicot,introduced,1,1,1
Cardamine breweri,Brassicaceae,3.dicot,native,1,1,
Cardamine californica,Brassicaceae,3.dicot,native,1,1,1
Cardamine hirsuta,Brassicaceae,3.dicot,introduced,,,1
Cardamine nuttallii,Brassicaceae,3.dicot,native,,1,
Cardamine oligosperma,Brassicaceae,3.dicot,native,1,1,
Descurainia californica,Brassicaceae,3.dicot,native,1,1,
Descurainia incana,Brassicaceae,3.dicot,native,1,1,
Descurainia incisa,Brassicaceae,3.dicot,native,,1,1
Descurainia pinnata,Brassicaceae,3.dicot,native,1,1,
Descurainia sophia,Brassicaceae,3.dicot,introduced,,1,
Draba albertina,Brassicaceae,3.dicot,native,1,1,1
Draba breweri,Brassicaceae,3.dicot,native,1,1,1
Draba cana,Brassicaceae,3.dicot,native,,1,
Draba densifolia,Brassicaceae,3.dicot,native,1,1,1
Draba lemmonii,Brassicaceae,3.dicot,native,1,1,1
Draba longisquamosa,Brassicaceae,3.dicot,native,,1,
Draba oligosperma,Brassicaceae,3.dicot,native,1,1,1
Draba praealta,Brassicaceae,3.dicot,native,1,1,
Draba verna,Brassicaceae,3.dicot,native,1,1,1
Erysimum capitatum,Brassicaceae,3.dicot,native,1,1,1
Erysimum perenne,Brassicaceae,3.dicot,native,1,1,1
Hirschfeldia incana,Brassicaceae,3.dicot,introduced,1,1,
Hornungia procumbens,Brassicaceae,3.dicot,native,1,1,
Lepidium densiflorum,Brassicaceae,3.dicot,native,1,1,1
Lepidium ramosissimum,Brassicaceae,3.dicot,introduced,1,1,
Lepidium ruderale,Brassicaceae,3.dicot,introduced,,1,
Lepidium virginicum,Brassicaceae,3.dicot,introduced,1,1,
Lunaria annua,Brassicaceae,3.dicot,introduced,1,,
Nasturtium officinale,Brassicaceae,3.dicot,introduced,1,1,1
Phoenicaulis cheiranthoides,Brassicaceae,3.dicot,native,1,1,1
Raphanus raphanistrum,Brassicaceae,3.dicot,introduced,1,1,
Raphanus sativus,Brassicaceae,3.dicot,introduced,,1,
Rorippa curvipes,Brassicaceae,3.dicot,native,1,1,
Rorippa curvisiliqua,Brassicaceae,3.dicot,native,1,1,
Rorippa sinuata,Brassicaceae,3.dicot,native,,1,
Sinapis arvensis,Brassicaceae,3.dicot,introduced,1,1,
Sisymbrium altissimum,Brassicaceae,3.dicot,introduced,1,1,1
Sisymbrium erysimoides,Brassicaceae,3.dicot,introduced,,1,
Sisymbrium irio,Brassicaceae,3.dicot,introduced,,1,
Sisymbrium officinale,Brassicaceae,3.dicot,introduced,1,1,
Streptanthus diversifolius,Brassicaceae,3.dicot,native,1,1,1
Streptanthus tortuosus,Brassicaceae,3.dicot,native,1,1,1
Subularia aquatica,Brassicaceae,3.dicot,native,1,1,1
Thysanocarpus curvipes,Brassicaceae,3.dicot,native,1,1,1
Tomostima reptans,Brassicaceae,3.dicot,native,,1,
Tropidocarpum gracile,Brassicaceae,3.dicot,native,1,1,
Turritis glabra,Brassicaceae,3.dicot,native,1,1,1
Yosemitea repanda,Brassicaceae,3.dicot,native,1,1,1
Brasenia schreberi,Cabombaceae,3.dicot,native,1,1,1
Calycanthus occidentalis,Calycanthaceae,3.dicot,native,1,1,1
Downingia montana,Campanulaceae,3.dicot,native,1,1,1
Githopsis diffusa,Campanulaceae,3.dicot,native,,1,
Githopsis specularioides,Campanulaceae,3.dicot,native,1,1,
Heterocodon rariflorum,Campanulaceae,3.dicot,native,1,1,1
Nemacladus capillaris,Campanulaceae,3.dicot,native,1,1,
Nemacladus interior,Campanulaceae,3.dicot,native,1,1,1
Porterella carnosula,Campanulaceae,3.dicot,native,1,,
Smithiastrum prenanthoides,Campanulaceae,3.dicot,native,1,1,1
Triodanis biflora,Campanulaceae,3.dicot,native,1,1,
Humulus lupulus,Cannabaceae,3.dicot,introduced,,1,1
Lonicera caerulea,Caprifoliaceae,3.dicot,native,1,1,1
Lonicera conjugialis,Caprifoliaceae,3.dicot,native,1,1,1
Lonicera interrupta,Caprifoliaceae,3.dicot,native,1,1,1
Lonicera involucrata,Caprifoliaceae,3.dicot,native,1,1,1
Plectritis ciliosa,Caprifoliaceae,3.dicot,native,1,1,
Symphoricarpos albus,Caprifoliaceae,3.dicot,native,1,,1
Symphoricarpos mollis,Caprifoliaceae,3.dicot,native,1,1,1
Symphoricarpos rotundifolius,Caprifoliaceae,3.dicot,native,1,1,1
Valeriana brachystemon,Caprifoliaceae,3.dicot,native,1,1,
Valeriana californica,Caprifoliaceae,3.dicot,native,1,1,1
Cerastium arvense,Caryophyllaceae,3.dicot,native,1,1,1
Cerastium beeringianum,Caryophyllaceae,3.dicot,native,1,1,
Cerastium fontanum,Caryophyllaceae,3.dicot,introduced,1,1,
Cerastium glomeratum,Caryophyllaceae,3.dicot,introduced,1,1,
Cherleria obtusiloba,Caryophyllaceae,3.dicot,native,1,1,1
Dianthus armeria,Caryophyllaceae,3.dicot,introduced,,1,1
Dianthus barbatus,Caryophyllaceae,3.dicot,introduced,1,1,
Eremogone aculeata,Caryophyllaceae,3.dicot,native,1,1,1
Eremogone congesta,Caryophyllaceae,3.dicot,native,1,1,
Eremogone kingii,Caryophyllaceae,3.dicot,native,1,1,1
Hartmaniella sierrae,Caryophyllaceae,3.dicot,native,1,1,
Herniaria hirsuta,Caryophyllaceae,3.dicot,introduced,1,1,1
Minuartia stricta,Caryophyllaceae,3.dicot,native,1,1,
Petrorhagia dubia,Caryophyllaceae,3.dicot,introduced,,1,
Polycarpon tetraphyllum,Caryophyllaceae,3.dicot,introduced,1,1,
Pseudostellaria jamesiana,Caryophyllaceae,3.dicot,native,1,1,1
Sabulina californica,Caryophyllaceae,3.dicot,native,1,1,
Sabulina douglasii,Caryophyllaceae,3.dicot,native,1,1,1
Sabulina nuttallii,Caryophyllaceae,3.dicot,native,1,1,1
Sabulina pusilla,Caryophyllaceae,3.dicot,native,1,1,
Sabulina rubella,Caryophyllaceae,3.dicot,native,1,1,
Sagina decumbens,Caryophyllaceae,3.dicot,native,1,1,
Sagina procumbens,Caryophyllaceae,3.dicot,introduced,,1,
Sagina saginoides,Caryophyllaceae,3.dicot,native,1,1,1
Saponaria officinalis,Caryophyllaceae,3.dicot,introduced,1,1,1
Scleranthus annuus,Caryophyllaceae,3.dicot,introduced,,1,
Silene antirrhina,Caryophyllaceae,3.dicot,native,1,1,
Silene bernardina,Caryophyllaceae,3.dicot,native,1,1,1
Silene bridgesii,Caryophyllaceae,3.dicot,native,1,1,
Silene coronaria,Caryophyllaceae,3.dicot,introduced,1,1,1
Silene gallica,Caryophyllaceae,3.dicot,introduced,1,1,1
Silene laciniata,Caryophyllaceae,3.dicot,native,1,1,1
Silene latifolia,Caryophyllaceae,3.dicot,introduced,1,1,1
Silene lemmonii,Caryophyllaceae,3.dicot,native,1,1,1
Silene menziesii,Caryophyllaceae,3.dicot,native,1,1,
Silene sargentii,Caryophyllaceae,3.dicot,native,1,1,1
Spergula arvensis,Caryophyllaceae,3.dicot,introduced,1,1,
Spergularia rubra,Caryophyllaceae,3.dicot,introduced,1,1,1
Stellaria borealis,Caryophyllaceae,3.dicot,native,1,1,
Stellaria calycantha,Caryophyllaceae,3.dicot,native,1,1,
Stellaria crispa,Caryophyllaceae,3.dicot,native,1,1,
Stellaria irrigua,Caryophyllaceae,3.dicot,native,1,1,
Stellaria longipes,Caryophyllaceae,3.dicot,native,1,1,1
Stellaria media,Caryophyllaceae,3.dicot,introduced,1,1,1
Stellaria nitens,Caryophyllaceae,3.dicot,native,1,1,
Stellaria obtusa,Caryophyllaceae,3.dicot,native,1,1,
Parnassia palustris,Celastraceae,3.dicot,native,1,1,1
Calystegia malacophylla,Convolvulaceae,3.dicot,native,1,1,1
Convolvulus arvensis,Convolvulaceae,3.dicot,introduced,1,1,
Cuscuta californica,Convolvulaceae,3.dicot,native,1,1,
Cuscuta jepsonii,Convolvulaceae,3.dicot,native,,1,
Cuscuta occidentalis,Convolvulaceae,3.dicot,native,1,1,
Cuscuta subinclusa,Convolvulaceae,3.dicot,native,1,1,
Cuscuta suksdorfii,Convolvulaceae,3.dicot,native,1,1,
Cornus nuttallii,Cornaceae,3.dicot,native,1,1,1
Cornus sericea,Cornaceae,3.dicot,native,1,1,1
Crassula aquatica,Crassulaceae,3.dicot,native,,1,
Dudleya cymosa,Crassulaceae,3.dicot,native,1,1,1
Rhodiola integrifolia,Crassulaceae,3.dicot,native,1,1,1
Sedella pumila,Crassulaceae,3.dicot,native,1,1,1
Sedum album,Crassulaceae,3.dicot,introduced,,1,
Sedum lanceolatum,Crassulaceae,3.dicot,native,1,1,1
Sedum obtusatum,Crassulaceae,3.dicot,native,1,1,1
Sedum radiatum,Crassulaceae,3.dicot,native,1,1,
Sedum spathulifolium,Crassulaceae,3.dicot,native,1,1,1
Sedum stenopetalum,Crassulaceae,3.dicot,native,1,1,
Marah fabacea,Cucurbitaceae,3.dicot,native,1,1,
Marah horrida,Cucurbitaceae,3.dicot,native,1,,1
Datisca glomerata,Datiscaceae,3.dicot,native,1,1,1
Drosera rotundifolia,Droseraceae,3.dicot,native,1,1,1
Elatine chilensis,Elatinaceae,3.dicot,native,,1,
Elatine rubella,Elatinaceae,3.dicot,native,,1,
Allotropa virgata,Ericaceae,3.dicot,native,1,1,1
Arctostaphylos manzanita,Ericaceae,3.dicot,native,,1,
Arctostaphylos mewukka,Ericaceae,3.dicot,native,,1,
Arctostaphylos nevadensis,Ericaceae,3.dicot,native,1,1,1
Arctostaphylos patula,Ericaceae,3.dicot,native,1,1,1
Arctostaphylos viscida,Ericaceae,3.dicot,native,1,1,1
Cassiope mertensiana,Ericaceae,3.dicot,native,1,1,1
Chimaphila umbellata,Ericaceae,3.dicot,native,1,1,1
Gaultheria humifusa,Ericaceae,3.dicot,native,1,1,1
Hemitomes congestum,Ericaceae,3.dicot,native,,,1
Kalmia microphylla,Ericaceae,3.dicot,native,1,1,1
Leucothoe davisiae,Ericaceae,3.dicot,native,1,1,1
Orthilia secunda,Ericaceae,3.dicot,native,1,1,1
Phyllodoce breweri,Ericaceae,3.dicot,native,1,1,1
Pleuricospora fimbriolata,Ericaceae,3.dicot,native,1,1,1
Pterospora andromedea,Ericaceae,3.dicot,native,1,1,1
Pyrola aphylla,Ericaceae,3.dicot,native,1,1,1
Pyrola asarifolia,Ericaceae,3.dicot,native,1,1,
Pyrola dentata,Ericaceae,3.dicot,native,1,1,1
Pyrola minor,Ericaceae,3.dicot,native,1,1,1
Pyrola picta,Ericaceae,3.dicot,native,1,1,1
Rhododendron columbianum,Ericaceae,3.dicot,native,1,1,1
Rhododendron occidentale,Ericaceae,3.dicot,native,1,1,1
Sarcodes sanguinea,Ericaceae,3.dicot,native,1,1,1
Vaccinium cespitosum,Ericaceae,3.dicot,native,1,1,1
Vaccinium parvifolium,Ericaceae,3.dicot,native,1,1,
Vaccinium shastense,Ericaceae,3.dicot,native,,1,
Vaccinium uliginosum,Ericaceae,3.dicot,native,1,1,1
Croton setiger,Euphorbiaceae,3.dicot,native,1,1,1
Euphorbia crenulata,Euphorbiaceae,3.dicot,native,1,1,1
Euphorbia serpillifolia,Euphorbiaceae,3.dicot,native,1,1,1
Acmispon americanus,Fabaceae,3.dicot,native,1,1,1
Acmispon argophyllus,Fabaceae,3.dicot,native,1,1,
Acmispon brachycarpus,Fabaceae,3.dicot,native,1,,1
Acmispon decumbens,Fabaceae,3.dicot,native,1,1,1
Acmispon glaber,Fabaceae,3.dicot,native,1,1,
Acmispon micranthus,Fabaceae,3.dicot,native,,1,
Acmispon parviflorus,Fabaceae,3.dicot,native,1,1,
Acmispon strigosus,Fabaceae,3.dicot,native,1,1,1
Astragalus bolanderi,Fabaceae,3.dicot,native,1,1,1
Astragalus congdonii,Fabaceae,3.dicot,native,1,,
Astragalus kentrophyta,Fabaceae,3.dicot,native,1,1,1
Astragalus lentiginosus,Fabaceae,3.dicot,native,1,1,
Astragalus purshii,Fabaceae,3.dicot,native,1,1,1
Astragalus whitneyi,Fabaceae,3.dicot,native,1,1,
Cercis occidentalis,Fabaceae,3.dicot,native,1,1,1
Cytisus scoparius,Fabaceae,3.dicot,introduced,,1,1
Genista linifolia,Fabaceae,3.dicot,introduced,,1,
Hosackia crassifolia,Fabaceae,3.dicot,native,1,1,1
Hosackia oblongifolia,Fabaceae,3.dicot,native,1,1,1
Lathyrus jepsonii,Fabaceae,3.dicot,native,1,1,1
Lathyrus lanszwertii,Fabaceae,3.dicot,native,1,1,
Lathyrus latifolius,Fabaceae,3.dicot,native,1,1,1
Lathyrus nevadensis,Fabaceae,3.dicot,native,1,1,1
Lathyrus sulphureus,Fabaceae,3.dicot,native,1,1,1
Lotus corniculatus,Fabaceae,3.dicot,introduced,,,1
Lupinus adsurgens,Fabaceae,3.dicot,native,1,1,
Lupinus albicaulis,Fabaceae,3.dicot,native,1,1,
Lupinus albifrons,Fabaceae,3.dicot,native,1,1,1
Lupinus andersonii,Fabaceae,3.dicot,native,1,1,1
Lupinus arbustus,Fabaceae,3.dicot,native,1,1,
Lupinus argenteus,Fabaceae,3.dicot,native,1,1,1
Lupinus benthamii,Fabaceae,3.dicot,native,1,,
Lupinus bicolor,Fabaceae,3.dicot,native,1,1,
Lupinus breweri,Fabaceae,3.dicot,native,1,1,1
Lupinus burkei,Fabaceae,3.dicot,native,1,1,1
Lupinus caudatus,Fabaceae,3.dicot,native,1,1,
Lupinus covillei,Fabaceae,3.dicot,native,1,1,1
Lupinus densiflorus,Fabaceae,3.dicot,native,1,1,1
Lupinus excubitus,Fabaceae,3.dicot,native,,1,1
Lupinus formosus,Fabaceae,3.dicot,native,1,1,1
Lupinus fulcratus,Fabaceae,3.dicot,native,1,1,
Lupinus gracilentus,Fabaceae,3.dicot,native,1,1,1
Lupinus grayi,Fabaceae,3.dicot,native,1,1,1
Lupinus latifolius,Fabaceae,3.dicot,native,1,1,1
Lupinus lepidus,Fabaceae,3.dicot,native,1,1,1
Lupinus meionanthus,Fabaceae,3.dicot,native,1,1,
Lupinus nanus,Fabaceae,3.dicot,native,1,1,1
Lupinus stiversii,Fabaceae,3.dicot,native,1,1,1
Medicago lupulina,Fabaceae,3.dicot,introduced,1,1,
Medicago polymorpha,Fabaceae,3.dicot,introduced,1,1,
Medicago sativa,Fabaceae,3.dicot,introduced,1,1,
Melilotus albus,Fabaceae,3.dicot,introduced,,1,
Melilotus indicus,Fabaceae,3.dicot,introduced,1,1,
Melilotus officinalis,Fabaceae,3.dicot,introduced,1,,
Robinia pseudoacacia,Fabaceae,3.dicot,introduced,,1,
Trifolium albopurpureum,Fabaceae,3.dicot,native,1,,1
Trifolium bolanderi,Fabaceae,3.dicot,native,1,1,1
Trifolium breweri,Fabaceae,3.dicot,native,1,1,1
Trifolium ciliolatum,Fabaceae,3.dicot,native,1,1,1
Trifolium cyathiferum,Fabaceae,3.dicot,native,1,,
Trifolium dubium,Fabaceae,3.dicot,introduced,1,1,
Trifolium hirtum,Fabaceae,3.dicot,introduced,,1,1
Trifolium longipes,Fabaceae,3.dicot,native,1,1,1
Trifolium microcephalum,Fabaceae,3.dicot,native,1,1,1
Trifolium monanthum,Fabaceae,3.dicot,native,1,1,1
Trifolium obtusiflorum,Fabaceae,3.dicot,native,1,1,1
Trifolium pratense,Fabaceae,3.dicot,introduced,1,1,1
Trifolium repens,Fabaceae,3.dicot,introduced,1,1,1
Trifolium variegatum,Fabaceae,3.dicot,native,1,1,
Trifolium willdenovii,Fabaceae,3.dicot,native,1,1,1
Trifolium wormskioldii,Fabaceae,3.dicot,native,1,1,1
Vicia americana,Fabaceae,3.dicot,native,1,1,1
Vicia benghalensis,Fabaceae,3.dicot,introduced,1,,
Vicia sativa,Fabaceae,3.dicot,introduced,,1,1
Chrysolepis sempervirens,Fagaceae,3.dicot,native,1,1,1
Notholithocarpus densiflorus,Fagaceae,3.dicot,native,1,1,1
Quercus chrysolepis,Fagaceae,3.dicot,native,1,1,1
Quercus douglasii,Fagaceae,3.dicot,native,1,,
Quercus garryana,Fagaceae,3.dicot,native,1,1,1
Quercus kelloggii,Fagaceae,3.dicot,native,1,1,1
Quercus lobata,Fagaceae,3.dicot,native,1,,
Quercus morehus,Fagaceae,3.dicot,native,,1,
Quercus vacciniifolia,Fagaceae,3.dicot,native,1,1,1
Quercus wislizeni,Fagaceae,3.dicot,native,1,1,1
Garrya flavescens,Garryaceae,3.dicot,native,,1,
Garrya fremontii,Garryaceae,3.dicot,native,1,1,1
Comastoma tenellum,Gentianaceae,3.dicot,native,1,1,
Frasera speciosa,Gentianaceae,3.dicot,native,1,1,1
Gentiana calycosa,Gentianaceae,3.dicot,native,1,1,1
Gentiana newberryi,Gentianaceae,3.dicot,native,1,1,1
Gentianella amarella,Gentianaceae,3.dicot,native,1,1,1
Gentianopsis holopetala,Gentianaceae,3.dicot,native,1,1,1
Gentianopsis simplex,Gentianaceae,3.dicot,native,1,1,1
Zeltnera abramsii,Gentianaceae,3.dicot,native,,,1
Zeltnera venusta,Gentianaceae,3.dicot,native,1,1,1
Erodium botrys,Geraniaceae,3.dicot,introduced,1,1,
Erodium cicutarium,Geraniaceae,3.dicot,introduced,1,1,1
Geranium californicum,Geraniaceae,3.dicot,native,1,1,1
Geranium carolinianum,Geraniaceae,3.dicot,native,1,1,
Geranium dissectum,Geraniaceae,3.dicot,introduced,1,1,
Geranium richardsonii,Geraniaceae,3.dicot,native,1,1,1
Geranium robertianum,Geraniaceae,3.dicot,introduced,1,1,1
Ribes cereum,Grossulariaceae,3.dicot,native,1,1,1
Ribes inerme,Grossulariaceae,3.dicot,native,1,1,
Ribes lasianthum,Grossulariaceae,3.dicot,native,1,1,
Ribes montigenum,Grossulariaceae,3.dicot,native,1,1,1
Ribes nevadense,Grossulariaceae,3.dicot,native,1,1,1
Ribes roezlii,Grossulariaceae,3.dicot,native,1,1,1
Ribes viscosissimum,Grossulariaceae,3.dicot,native,1,1,1
Myriophyllum sibiricum,Haloragaceae,3.dicot,native,1,1,
Philadelphus lewisii,Hydrangeaceae,3.dicot,native,1,1,1
Hypericum anagalloides,Hypericaceae,3.dicot,native,1,1,1
Hypericum calycinum,Hypericaceae,3.dicot,introduced,,1,1
Hypericum perforatum,Hypericaceae,3.dicot,introduced,1,1,1
Hypericum scouleri,Hypericaceae,3.dicot,native,1,1,1
Juglans hindsii,Juglandaceae,3.dicot,introduced,,1,
Agastache urticifolia,Lamiaceae,3.dicot,native,1,1,1
Ajuga reptans,Lamiaceae,3.dicot,introduced,,1,
Glechoma hederacea,Lamiaceae,3.dicot,introduced,1,1,
Lamium amplexicaule,Lamiaceae,3.dicot,native,1,,1
Lepechinia calycina,Lamiaceae,3.dicot,native,1,1,
Lycopus uniflorus,Lamiaceae,3.dicot,native,1,1,
Marrubium vulgare,Lamiaceae,3.dicot,introduced,1,1,
Melissa officinalis,Lamiaceae,3.dicot,introduced,,1,1
Mentha arvensis,Lamiaceae,3.dicot,introduced,1,1,
Mentha canadensis,Lamiaceae,3.dicot,native,,1,1
Mentha spicata,Lamiaceae,3.dicot,introduced,1,1,
Monardella breweri,Lamiaceae,3.dicot,native,1,1,1
Monardella candicans,Lamiaceae,3.dicot,native,,1,
Monardella odoratissima,Lamiaceae,3.dicot,native,1,1,1
Monardella sheltonii,Lamiaceae,3.dicot,native,1,1,
Monardella villosa,Lamiaceae,3.dicot,native,,1,1
Nepeta cataria,Lamiaceae,3.dicot,introduced,,1,
Prunella vulgaris,Lamiaceae,3.dicot,native,1,1,1
Pycnanthemum californicum,Lamiaceae,3.dicot,native,1,1,1
Salvia columbariae,Lamiaceae,3.dicot,native,1,1,1
Scutellaria bolanderi,Lamiaceae,3.dicot,native,1,1,
Scutellaria siphocampyloides,Lamiaceae,3.dicot,native,1,1,1
Scutellaria tuberosa,Lamiaceae,3.dicot,native,1,1,
Stachys ajugoides,Lamiaceae,3.dicot,native,1,1,
Stachys albens,Lamiaceae,3.dicot,native,1,1,1
Stachys rigida,Lamiaceae,3.dicot,native,,1,
Trichostema lanceolatum,Lamiaceae,3.dicot,native,1,1,
Trichostema oblongum,Lamiaceae,3.dicot,native,1,1,1
Umbellularia californica,Lauraceae,3.dicot,native,1,1,1
Utricularia gibba,Lentibulariaceae,3.dicot,native,1,1,
Utricularia intermedia,Lentibulariaceae,3.dicot,native,1,1,
Utricularia macrorhiza,Lentibulariaceae,3.dicot,native,1,1,
Utricularia minor,Lentibulariaceae,3.dicot,native,1,1,
Limnanthes alba,Limnanthaceae,3.dicot,native,1,1,1
Limnanthes douglasii,Limnanthaceae,3.dicot,native,1,,
Limnanthes montana,Limnanthaceae,3.dicot,native,1,1,
Linum lewisii,Linaceae,3.dicot,native,1,1,1
Sclerolinon digynum,Linaceae,3.dicot,native,1,1,
Lindernia dubia,Linderniaceae,3.dicot,native,1,1,
Mentzelia crocea,Loasaceae,3.dicot,native,1,,
Mentzelia dispersa,Loasaceae,3.dicot,native,1,1,1
Mentzelia laevicaulis,Loasaceae,3.dicot,native,,,1
Mentzelia lindleyi,Loasaceae,3.dicot,native,1,1,
Lythrum hyssopifolia,Lythraceae,3.dicot,native,1,1,
Lythrum portula,Lythraceae,3.dicot,introduced,,1,
Rotala ramosior,Lythraceae,3.dicot,native,1,1,
Malva nicaeensis,Malvaceae,3.dicot,introduced,1,,
Malva parviflora,Malvaceae,3.dicot,introduced,1,1,
Sidalcea asprella,Malvaceae,3.dicot,native,1,1,
Sidalcea glaucescens,Malvaceae,3.dicot,native,1,1,1
Sidalcea reptans,Malvaceae,3.dicot,native,1,1,1
Menyanthes trifoliata,Menyanthaceae,3.dicot,native,1,1,1
Mollugo verticillata,Molluginaceae,3.dicot,introduced,1,1,
Calandrinia menziesii,Montiaceae,3.dicot,native,1,1,1
Calyptridium monospermum,Montiaceae,3.dicot,native,1,1,1
Calyptridium umbellatum,Montiaceae,3.dicot,native,1,1,1
Claytonia lanceolata,Montiaceae,3.dicot,native,1,1,1
Claytonia megarhiza,Montiaceae,3.dicot,native,1,1,1
Claytonia nevadensis,Montiaceae,3.dicot,native,1,1,1
Claytonia parviflora,Montiaceae,3.dicot,native,1,1,1
Claytonia perfoliata,Montiaceae,3.dicot,native,1,1,1
Claytonia rubra,Montiaceae,3.dicot,native,1,1,1
Lewisia congdonii,Montiaceae,3.dicot,native,1,,
Lewisia disepala,Montiaceae,3.dicot,native,1,1,1
Lewisia glandulosa,Montiaceae,3.dicot,native,1,1,1
Lewisia kelloggii,Montiaceae,3.dicot,native,1,1,1
Lewisia nevadensis,Montiaceae,3.dicot,native,1,1,1
Lewisia pygmaea,Montiaceae,3.dicot,native,1,1,1
Lewisia triphylla,Montiaceae,3.dicot,native,1,1,1
Montia chamissoi,Montiaceae,3.dicot,native,1,1,1
Montia fontana,Montiaceae,3.dicot,native,1,1,
Montia linearis,Montiaceae,3.dicot,native,1,1,1
Montia parvifolia,Montiaceae,3.dicot,native,1,1,1
Myrica hartwegii,Myricaceae,3.dicot,native,1,1,
Nuphar polysepala,Nymphaeaceae,3.dicot,native,1,1,1
Fraxinus latifolia,Oleaceae,3.dicot,native,1,,
Syringa vulgaris,Oleaceae,3.dicot,introduced,,1,
Camissonia contorta,Onagraceae,3.dicot,native,1,1,
Camissonia lacustris,Onagraceae,3.dicot,native,1,1,
Camissonia sierrae,Onagraceae,3.dicot,native,1,1,1
Chamaenerion angustifolium,Onagraceae,3.dicot,native,1,1,1
Chamaenerion latifolium,Onagraceae,3.dicot,native,1,1,1
Circaea alpina,Onagraceae,3.dicot,native,1,1,1
Clarkia australis,Onagraceae,3.dicot,native,1,1,
Clarkia biloba,Onagraceae,3.dicot,native,1,1,1
Clarkia cylindrica,Onagraceae,3.dicot,native,,,1
Clarkia dudleyana,Onagraceae,3.dicot,native,1,1,1
Clarkia heterandra,Onagraceae,3.dicot,native,1,1,1
Clarkia modesta,Onagraceae,3.dicot,native,1,,
Clarkia purpurea,Onagraceae,3.dicot,native,1,1,1
Clarkia rhomboidea,Onagraceae,3.dicot,native,1,1,1
Clarkia unguiculata,Onagraceae,3.dicot,native,1,1,1
Clarkia williamsonii,Onagraceae,3.dicot,native,1,1,1
Epilobium anagallidifolium,Onagraceae,3.dicot,native,1,1,
Epilobium brachycarpum,Onagraceae,3.dicot,native,1,1,
Epilobium canum,Onagraceae,3.dicot,native,1,1,1
Epilobium ciliatum,Onagraceae,3.dicot,native,1,1,1
Epilobium densiflorum,Onagraceae,3.dicot,native,1,1,1
Epilobium glaberrimum,Onagraceae,3.dicot,native,1,1,1
Epilobium hallianum,Onagraceae,3.dicot,native,1,1,
Epilobium hornemannii,Onagraceae,3.dicot,native,1,1,
Epilobium howellii,Onagraceae,3.dicot,native,1,1,1
Epilobium lactiflorum,Onagraceae,3.dicot,native,1,1,
Epilobium minutum,Onagraceae,3.dicot,native,1,1,
Epilobium obcordatum,Onagraceae,3.dicot,native,1,1,1
Epilobium oreganum,Onagraceae,3.dicot,native,1,1,
Epilobium oregonense,Onagraceae,3.dicot,native,1,1,
